Nquest,Weight,City,State,Region,Age Group,Education Level,Socioeconomic Class,Income Group,Internet Access,Ethnicity,Marital Status,Sexual Orientation,Religion,Gender,Children,P1 Count,P1 Count Label
199305583,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Spiritist | Kardecist,Man,No children,7,Medium user (7-4)
199306133,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Other,Catholic,Woman,Children,0,No user (0)
199306714,0.947496312,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,White,Separated,Heterosexual,Catholic,Man,Children,8,Heavy user (14-8)
199307017,0.354849557,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Black,Single,Heterosexual,Catholic,Woman,No children,4,Medium user (7-4)
199308248,0.708968382,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C1,"Up to R$ 1,412.00",Sometimes connected,White,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
199308554,0.852908092,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,C1,Refused to answer,Sometimes connected,White,Married,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
199309474,0.934887864,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Separated,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
199309680,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Evangelical,Woman,No children,11,Heavy user (14-8)
199309824,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,6,Medium user (7-4)
199310542,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C1,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,4,Medium user (7-4)
199311503,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B1,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199312472,0.456024064,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Other,Woman,No children,5,Medium user (7-4)
199346142,0.023372453,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Asian,Married,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
199346295,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Sometimes connected,Mixed,Married,Other,Atheist / No religion,Man,Children,0,No user (0)
199347262,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199347396,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
199347806,0.630774578,João Pessoa,Paraíba,Nordeste,16 a 24,Elementary,B1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Single,Heterosexual,Evangelical,Man,No children,1,Low user (3-1)
199348577,0.753912889,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,Don’t know,Sometimes connected,White,Married,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
199349177,0.022674688,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Asian,Married,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
199349248,0.432230945,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
199351534,0.278002161,João Pessoa,Paraíba,Nordeste,60 +,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Black,Separated,Heterosexual,Evangelical,Woman,Children,8,Heavy user (14-8)
199351968,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"Up to R$ 1,412.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
199357761,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
199359115,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,Refused to answer,Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,4,Medium user (7-4)
199359155,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
199359431,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Other,Evangelical,Woman,No children,3,Low user (3-1)
199360531,0.618019399,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,Heterosexual,Undefined,Man,No children,2,Low user (3-1)
199361075,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Separated,Heterosexual,Evangelical,Man,Children,2,Low user (3-1)
199361284,0.48898656,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Never connected,Mixed,Widowed,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199361697,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
199362586,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
199363496,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,No children,2,Low user (3-1)
199363554,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,A,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,10,Heavy user (14-8)
199363594,0.10639972,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Indigenous,Married,Heterosexual,Evangelical,Woman,Children,0,No user (0)
199363881,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199364338,0.844522692,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,Refused to answer,Almost always connected,White,Separated,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
199365702,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Single,LGBTQIAPN+,Undefined,Woman,No children,9,Heavy user (14-8)
199365955,0.519985489,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
199366096,0.021172049,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Asian,Married,Other,Undefined,Woman,Children,2,Low user (3-1)
199395563,0.426893591,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Married,Heterosexual,Evangelical,Woman,No children,8,Heavy user (14-8)
199396326,0.35136084,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Black,Single,Heterosexual,Evangelical,Man,No children,4,Medium user (7-4)
199396957,0.787593568,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,White,Married,Heterosexual,Catholic,Man,Children,3,Low user (3-1)
199398217,0.904946621,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Catholic,Woman,No children,6,Medium user (7-4)
199398587,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Woman,No children,1,Low user (3-1)
199399052,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
199407789,0.934887864,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,B1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Married,Other,Catholic,Woman,Children,2,Low user (3-1)
199407799,0.525148507,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,6,Medium user (7-4)
199409749,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,No children,13,Heavy user (14-8)
199410183,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Woman,No children,4,Medium user (7-4)
199411307,0.308832833,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Black,Single,LGBTQIAPN+,Afro-Brazilian,Man,No children,5,Medium user (7-4)
199411817,0.76139861,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,White,Separated,Heterosexual,Atheist / No religion,Woman,Children,2,Low user (3-1)
199478355,0.341346626,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Black,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199479580,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Never connected,Mixed,Married,Heterosexual,Catholic,Man,Children,0,No user (0)
199480716,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Afro-Brazilian,Woman,Children,1,Low user (3-1)
199481762,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,1,Low user (3-1)
199481924,0.591691887,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,2,Low user (3-1)
199482671,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
199484465,0.456024064,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Evangelical,Woman,No children,2,Low user (3-1)
199484762,0.535986943,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Separated,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199491776,0.481890286,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Evangelical,Woman,Children,8,Heavy user (14-8)
199492648,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,B2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,9,Heavy user (14-8)
199492844,0.018848029,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Asian,Single,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
199493119,0.35136084,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,Don’t know,Almost always connected,Black,Single,Heterosexual,Catholic,Man,No children,5,Medium user (7-4)
199493213,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
199493345,0.406463503,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C1,"From R$ 4,237.00 to R$ 7,060.00",Sometimes connected,Mixed,Widowed,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
199493772,0.519985489,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,Mixed,Widowed,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
199494559,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Single,LGBTQIAPN+,Afro-Brazilian,Woman,No children,9,Heavy user (14-8)
199494727,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
199494925,0.017243104,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"Up to R$ 1,412.00",Almost always connected,Asian,Married,Heterosexual,Evangelical,Woman,No children,3,Low user (3-1)
199495049,0.535986943,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,0,No user (0)
199496307,0.55993189,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,B2,"Up to R$ 1,412.00",Always connected,Mixed,Single,Other,Evangelical,Woman,Children,0,No user (0)
199496319,0.494171945,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,4,Medium user (7-4)
199497017,0.126459473,João Pessoa,Paraíba,Nordeste,16 a 24,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Indigenous,Married,Heterosexual,Catholic,Woman,Children,3,Low user (3-1)
199497960,0.554426897,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,No children,2,Low user (3-1)
199532641,0.519985489,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,7,Medium user (7-4)
199534355,1.032050447,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,White,Married,Heterosexual,Catholic,Woman,Children,2,Low user (3-1)
199534485,0.355645928,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B2,"Up to R$ 1,412.00",Sometimes connected,Black,Married,Heterosexual,Atheist / No religion,Man,No children,0,No user (0)
199534486,0.48898656,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,C1,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Other,Woman,Children,9,Heavy user (14-8)
199534809,0.844522692,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B1,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Widowed,Heterosexual,Spiritist | Kardecist,Man,Children,3,Low user (3-1)
199534951,0.362986034,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"Up to R$ 1,412.00",Always connected,Black,Separated,LGBTQIAPN+,Catholic,Man,Children,0,No user (0)
199534973,0.976653508,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,C2,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Evangelical,Woman,Children,6,Medium user (7-4)
199535220,0.9670515,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Married,Heterosexual,Undefined,Man,Children,4,Medium user (7-4)
199535920,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Mixed,Single,Heterosexual,Undefined,Woman,Children,3,Low user (3-1)
199536022,0.017073578,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Asian,Married,Heterosexual,Evangelical,Man,Children,3,Low user (3-1)
199536431,0.48898656,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Separated,Heterosexual,Evangelical,Woman,Children,3,Low user (3-1)
199536465,0.341346626,João Pessoa,Paraíba,Nordeste,60 +,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Black,Married,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
199537186,0.36659018,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Almost always connected,Black,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
199543384,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
199543542,0.934887864,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C1,Refused to answer,Never connected,White,Married,Heterosexual,Catholic,Woman,Children,1,Low user (3-1)
199544984,0.451540645,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,1,Low user (3-1)
199545154,0.535986943,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C1,"Up to R$ 1,412.00",Never connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,0,No user (0)
199545324,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Separated,Heterosexual,Undefined,Woman,Children,0,No user (0)
199546059,0.518821125,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,LGBTQIAPN+,Afro-Brazilian,Woman,No children,3,Low user (3-1)
199546274,0.585874644,João Pessoa,Paraíba,Nordeste,25 a 34,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Separated,Heterosexual,Evangelical,Man,Children,6,Medium user (7-4)
199547069,0.637037639,João Pessoa,Paraíba,Nordeste,16 a 24,Elementary,D/E,"Up to R$ 1,412.00",Always connected,Mixed,Married,Heterosexual,Atheist / No religion,Woman,Children,3,Low user (3-1)
199547271,0.934887864,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Always connected,White,Single,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
199547439,0.432230945,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,Mixed,Married,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
199547628,1.00123942,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,C2,"From R$ 1,413.00 to R$ 2,824.00",Always connected,White,Single,Heterosexual,Catholic,Man,No children,2,Low user (3-1)
199548209,0.484179069,João Pessoa,Paraíba,Nordeste,60 +,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Separated,LGBTQIAPN+,Atheist / No religion,Man,Children,2,Low user (3-1)
199548437,1.088675201,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,C1,"Up to R$ 1,412.00",Almost always connected,White,Single,Heterosexual,Evangelical,Woman,No children,8,Heavy user (14-8)
199548540,0.554426897,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Separated,Heterosexual,Catholic,Man,Children,2,Low user (3-1)
199549204,0.840530513,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,D/E,"Up to R$ 1,412.00",Always connected,White,Married,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
199549573,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,1,Low user (3-1)
199549586,0.477152563,João Pessoa,Paraíba,Nordeste,25 a 34,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Almost always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,6,Medium user (7-4)
199551094,0.708968382,João Pessoa,Paraíba,Nordeste,60 +,Secondary,B2,"From R$ 2,825.00 to R$ 4,236.00",Never connected,White,Widowed,Other,Catholic,Woman,Children,3,Low user (3-1)
199551146,0.861952628,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Never connected,White,Separated,Heterosexual,Evangelical,Man,Children,0,No user (0)
199583402,0.275268972,João Pessoa,Paraíba,Nordeste,60 +,Secondary,C2,"Up to R$ 1,412.00",Almost always connected,Black,Widowed,Heterosexual,Catholic,Man,Children,0,No user (0)
199583991,0.530717366,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,D/E,"Up to R$ 1,412.00",Never connected,Mixed,Single,Heterosexual,Evangelical,Man,Children,4,Medium user (7-4)
199584615,1.088675201,João Pessoa,Paraíba,Nordeste,16 a 24,Higher Education,A,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Single,Heterosexual,Catholic,Woman,No children,4,Medium user (7-4)
199584726,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,C1,"From R$ 1,413.00 to R$ 2,824.00",Always connected,Mixed,Married,Heterosexual,Atheist / No religion,Man,No children,2,Low user (3-1)
199584823,0.499078657,João Pessoa,Paraíba,Nordeste,60 +,Elementary,D/E,Refused to answer,Almost always connected,Mixed,Separated,Heterosexual,Other,Woman,Children,1,Low user (3-1)
199585242,0.456024064,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,Children,4,Medium user (7-4)
199585643,0.543215578,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Undefined,Man,Children,4,Medium user (7-4)
199585902,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Single,Heterosexual,Catholic,Man,Children,5,Medium user (7-4)
199586422,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B1,"From R$ 4,237.00 to R$ 7,060.00",Almost always connected,White,Single,Heterosexual,Catholic,Woman,No children,6,Medium user (7-4)
199586756,0.525148507,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B2,"From R$ 4,237.00 to R$ 7,060.00",Always connected,Mixed,Married,Heterosexual,Atheist / No religion,Woman,Children,4,Medium user (7-4)
199587043,0.554426897,João Pessoa,Paraíba,Nordeste,35 a 44,Elementary,D/E,Don’t know,Always connected,Mixed,Single,LGBTQIAPN+,Evangelical,Man,No children,5,Medium user (7-4)
199587084,0.548609252,João Pessoa,Paraíba,Nordeste,35 a 44,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,Mixed,Married,Heterosexual,Evangelical,Woman,Children,7,Medium user (7-4)
199587444,1.00123942,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,10,Heavy user (14-8)
199595535,0.513720314,João Pessoa,Paraíba,Nordeste,16 a 24,Secondary,C2,"Up to R$ 1,412.00",Always connected,Mixed,Single,LGBTQIAPN+,Atheist / No religion,Man,No children,4,Medium user (7-4)
199596304,0.574027407,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Mixed,Married,Heterosexual,Undefined,Man,Children,11,Heavy user (14-8)
199596667,1.011180885,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 14,121.00 to R$ 28,240.00",Always connected,White,Married,Heterosexual,Catholic,Woman,Children,5,Medium user (7-4)
199597575,0.579727016,João Pessoa,Paraíba,Nordeste,25 a 34,Higher Education,B2,"From R$ 2,825.00 to R$ 4,236.00",Always connected,Mixed,Single,Heterosexual,Catholic,Woman,No children,2,Low user (3-1)
199598731,0.436522635,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,D/E,"From R$ 1,413.00 to R$ 2,824.00",Sometimes connected,Mixed,Married,Heterosexual,Catholic,Woman,Children,10,Heavy user (14-8)
199598772,0.795413709,João Pessoa,Paraíba,Nordeste,35 a 44,Secondary,C2,"From R$ 2,825.00 to R$ 4,236.00",Sometimes connected,White,Single,Other,Catholic,Woman,No children,1,Low user (3-1)
199599482,0.298561212,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,B2,"From R$ 7,061.00 to R$ 14,120.00",Sometimes connected,Black,Married,Heterosexual,Evangelical,Woman,Children,5,Medium user (7-4)
199600317,0.295625895,João Pessoa,Paraíba,Nordeste,45 a 59,Secondary,A,"From R$ 7,061.00 to R$ 14,120.00",Always connected,Black,Married,Heterosexual,Catholic,Man,Children,13,Heavy user (14-8)
199627832,0.925696476,João Pessoa,Paraíba,Nordeste,45 a 59,Elementary,C2,"From R$ 1,413.00 to R$ 2,824.00",Never connected,White,Married,Other,Evangelical,Man,Children,0,No user (0)
199628085,0.861952628,João Pessoa,Paraíba,Nordeste,60 +,Elementary,B2,"From R$ 7,061.00 to R$ 14,120.00",Always connected,White,Single,Heterosexual,Atheist / No religion,Man,No children,2,Low user (3-1)
199628325,0.906977547,João Pessoa,Paraíba,Nordeste,45 a 59,Higher Education,B1,"From R$ 7,061.00 to R$ 14,120.00",Almost always connected,White,Married,Heterosexual,Atheist / No religion,Man,Children,6,Medium user (7-4)
